   Log,     Log  ,    Log  , Remote, Op Type:,  AirCon,  AirCon,Compresr,Compresr,Compresr,Compresr,Compresr,Compresr,Compresr,    EEV,   EEV,    'C,    'C,    'C,    'C,    'C,    'C,    'C,  Thermal,  OU Fan,  OU Fan,  OU Fan,RemotFan,  IUFan,  IU Fan,4Way,ACIT Ver.,ACIT Ver.,Thm. Cut,Thm. Cut,Tc Protect,Te Protect,Td Protect,CurProtct,HeatSink,OutTemp,SuctProtc,VoltProtc,DewProt.,SleepLimt,  Defrost,TotalTime,     'C,Model,     'C,Voltage,Voltage, Current, Current,   Error,   Error,   Error,   Error
10,27.9.2016,03:38:55,Autochange,Play x10,CYCLE-,COOLING,RegularPI    ,12,2,2,2,30,0,Regular PI  ,60, 23.7, 23.0, 2.5, 78.8, 54.0, 30.0, 1.2,OFF,12,850,0,5,5,1475,COOLING,18:08:22,Nov 16 2015,179,9,1,0,12,12,12,12,12,12,12,12,  ,0,92,SB Reference  , 45.0,230,0,12,0,0,0,0,0
11,27.9.2016,03:38:57,Autochange,Play x10,CYCLE-,COOLING,RegularPI    ,12,2,2,2,30,0,Regular PI  ,60, 23.7, 23.0, 2.5, 78.8, 54.0, 30.0, 1.2,OFF,12,850,0,5,5,1475,COOLING,18:08:22,Nov 16 2015,179,9,1,0,12,12,12,12,12,12,12,12,  ,0,92,SB Reference  , 45.0,230,0,12,0,0,0,0,0
12,27.9.2016,03:38:59,Autochange,Play x10,CYCLE-,COOLING,RegularPI    ,12,2,2,2,30,0,Regular PI  ,60, 23.7, 23.0, 2.5, 78.8, 54.0, 30.0, 1.2,OFF,12,850,0,5,5,1475,COOLING,18:08:22,Nov 16 2015,179,9,1,0,12,12,12,12,12,12,12,12,  ,0,92,SB Reference  , 45.0,230,0,12,0,0,0,0,0
13,27.9.2016,03:39:01,Autochange,Play x10,CYCLE-,COOLING,RegularPI    ,12,2,2,2,30,0,Regular PI  ,60, 23.7, 23.0, 2.5, 78.8, 54.0, 30.0, 1.2,OFF,12,850,0,5,5,1475,COOLING,18:08:22,Nov 16 2015,179,9,2,0,12,12,12,12,12,12,12,12,  ,0,92,SB Reference  , 45.0,230,0,12,0,0,0,0,0
14,27.9.2016,03:39:03,Autochange,Play x10,CYCLE-,COOLING,RegularPI    ,12,2,2,2,30,0,Regular PI  ,60, 23.7, 23.0, 2.5, 78.8, 54.0, 30.0, 1.2,OFF,12,850,0,5,5,1475,COOLING,18:08:22,Nov 16 2015,180,10,2,0,12,12,12,12,12,12,12,12,  ,0,92,SB Reference  , 45.0,230,0,12,0,0,0,0,0
15,27.9.2016,03:39:05,Autochange,Play x10,CYCLE-,COOLING,RegularPI    ,12,2,2,2,30,0,Regular PI  ,60, 23.7, 23.0, 2.5, 78.8, 54.0, 30.0, 1.2,OFF,12,850,0,5,5,1475,COOLING,18:08:22,Nov 16 2015,179,9,2,0,12,12,12,12,12,12,12,12,  ,0,92,SB Reference  , 45.0,230,0,12,0,0,0,0,0
16,27.9.2016,03:39:07,Autochange,Play x10,CYCLE-,COOLING,RegularPI    ,12,2,2,2,30,0,Regular PI  ,60, 23.7, 23.0, 2.5, 78.8, 54.0, 30.0, 1.2,OFF,12,850,0,5,5,1475,COOLING,18:08:22,Nov 16 2015,179,9,3,0,12,12,12,12,12,12,12,12,  ,0,92,SB Reference  , 45.0,230,0,12,0,0,0,0,0
17,27.9.2016,03:39:09,Autochange,Play x10,CYCLE-,COOLING,RegularPI    ,12,2,2,2,30,0,Regular PI  ,60, 23.7, 23.0, 2.5, 78.8, 54.0, 30.0, 1.2,OFF,12,850,0,5,5,1475,COOLING,18:08:22,Nov 16 2015,179,9,3,0,12,12,12,12,12,12,12,12,  ,0,92,SB Reference  , 45.0,230,0,12,0,0,0,0,0
18,27.9.2016,03:39:11,Autochange,Play x10,CYCLE-,COOLING,RegularPI    ,12,2,2,2,30,0,Regular PI  ,60, 23.7, 23.0, 2.5, 78.8, 54.0, 30.0, 1.2,OFF,12,850,0,5,5,1475,COOLING,18:08:22,Nov 16 2015,179,9,3,0,12,12,12,12,12,12,12,12,  ,0,92,SB Reference  , 45.0,230,0,12,0,0,0,0,0
19,27.9.2016,03:39:13,Autochange,Play x10,CYCLE-,COOLING,RegularPI    ,12,2,2,2,30,0,Regular PI  ,60, 23.7, 23.0, 2.5, 78.8, 54.0, 30.0, 1.2,OFF,12,850,0,5,5,1475,COOLING,18:08:22,Nov 16 2015,179,9,4,0,12,12,12,12,12,12,12,12,  ,0,92,SB Reference  , 45.0,230,0,12,0,0,0,0,0
20,27.9.2016,03:39:15,Autochange,Play x10,CYCLE-,COOLING,RegularPI    ,12,2,2,2,30,0,Regular PI  ,60, 23.7, 23.0, 2.5, 78.8, 54.0, 30.0, 1.2,OFF,12,850,0,5,5,1475,COOLING,18:08:22,Nov 16 2015,179,9,4,0,12,12,12,12,12,12,12,12,  ,0,92,SB Reference  , 45.0,230,0,12,0,0,0,0,0
21,27.9.2016,03:39:17,Autochange,Play x10,CYCLE-,COOLING,RegularPI    ,12,2,2,2,30,0,Regular PI  ,60, 23.7, 23.0, 2.5, 78.8, 54.0, 30.0, 1.2,OFF,12,850,0,5,5,1475,COOLING,18:08:22,Nov 16 2015,179,9,5,0,12,12,12,12,12,12,12,12,  ,0,92,SB Reference  , 45.0,230,0,12,0,0,0,0,0
22,27.9.2016,03:39:19,Autochange,Play x10,CYCLE-,COOLING,RegularPI    ,12,2,2,2,30,0,Regular PI  ,60, 23.7, 23.0, 2.5, 78.8, 54.0, 30.0, 1.2,OFF,12,850,0,5,5,1475,COOLING,18:08:22,Nov 16 2015,179,9,5,0,12,12,12,12,12,12,12,12,  ,0,92,SB Reference  , 45.0,230,0,12,0,0,0,0,0
23,27.9.2016,03:39:21,Autochange,Play x10,CYCLE-,COOLING,RegularPI    ,12,2,2,2,30,0,Regular PI  ,60, 23.7, 23.0, 2.5, 78.8, 54.0, 30.0, 1.2,OFF,12,850,0,5,5,1475,COOLING,18:08:22,Nov 16 2015,179,9,5,0,12,12,12,12,12,12,12,12,  ,0,92,SB Reference  , 45.0,230,0,12,0,0,0,0,0
