   Log,     Log  ,    Log  , Remote, Op Type:,  AirCon,  AirCon,Compresr,Compresr,Compresr,Compresr,Compresr,Compresr,Compresr,    EEV,   EEV,    'C,    'C,    'C,    'C,    'C,    'C,    'C,  Thermal,  OU Fan,  OU Fan,  OU Fan,RemotFan,  IUFan,  IU Fan,4Way,ACIT Ver.,ACIT Ver.,Thm. Cut,Thm. Cut,Tc Protect,Te Protect,Td Protect,CurProtct,HeatSink,OutTemp,SuctProtc,VoltProtc,DewProt.,SleepLimt,  Defrost,TotalTime,     'C,Model,     'C,Voltage,Voltage, Current, Current,   Error,   Error,   Error,   Error
     No,    Date,   Time,Command,USB?Play,SubMode,MainMode,Op Mode,TargtStep,MaxStep,MinStep,FinalStep,FinalFreq, RealFreq, CycleM,  Pulse,  IU Air,RemotSet, IU Pipe,Discharge, OU Pipe,OU Air,   error,    Cut,TargtStep,TargtRpm,RealRpm, TargtStep,TargtStep,TargtFreq, Valve, Time,    Date,Slow Tmr,Fast Tmr,  MaxStep, MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,ActiveAlg,Heating,Target  Td, Name,HeatSink,  Input , DCLink,OU Input ,Compressor, OU PFC,OUGenerl,OU Comp,     IU
184,8.6.2015,17:00:26,Heating,Play Norm,CYCLE-,HEATING,Start 1.1,3,3,3,3,39,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
185,8.6.2015,17:00:28,Heating,Play Norm,CYCLE-,HEATING,Start 1.1,3,3,3,3,39,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,253,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
186,8.6.2015,17:00:30,Heating,Play Norm,CYCLE-,HEATING,Start 1.1,3,3,3,3,39,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,255,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
187,8.6.2015,17:00:32,Heating,Play Norm,CYCLE-,HEATING,Start 1.1,3,3,3,3,39,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,257,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
188,8.6.2015,17:00:34,Heating,Play Norm,CYCLE-,HEATING,Start 1.1,3,3,3,3,39,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,259,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
189,8.6.2015,17:00:36,Heating,Play Norm,CYCLE-,HEATING,Start 1.2,3,5,2,3,39,0,Start 1.1,85, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,261,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
190,8.6.2015,17:00:38,Heating,Play Norm,CYCLE-,HEATING,Start 1.2,3,5,2,3,39,0,Start 1.1,85, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,263,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
191,8.6.2015,17:00:40,Heating,Play Norm,CYCLE-,HEATING,Start 1.2,3,5,2,3,39,0,Start 1.1,85, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,265,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
192,8.6.2015,17:00:42,Heating,Play Norm,CYCLE-,HEATING,Start 1.2,3,5,2,3,39,0,Start 1.1,85, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,267,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
193,8.6.2015,17:00:44,Heating,Play Norm,CYCLE-,HEATING,Start 1.2,3,5,2,3,39,0,Start 1.1,85, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,269,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
194,8.6.2015,17:00:46,Heating,Play Norm,CYCLE-,HEATING,Start 1.2,3,5,2,3,39,0,Start 1.2,102, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,271,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
195,8.6.2015,17:00:48,Heating,Play x10,CYCLE-,HEATING,Start 1.2,3,5,2,3,39,0,Start 1.2,102, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,273,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
196,8.6.2015,17:00:50,Heating,Play x10,CYCLE-,HEATING,Start 1.2,3,5,2,3,39,0,Start 1.4,136, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,294,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
197,8.6.2015,17:00:52,Heating,Play x10,CYCLE-,HEATING,Start 1.2,3,5,2,3,39,0,Start 1.6,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,315,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
198,8.6.2015,17:00:54,Heating,Play x10,CYCLE-,HEATING,Start 1.2,3,5,2,3,39,0,Start 1.6,170, 24.1, 22.0, 16.2, 78.6, 28.7, 25.0,-0.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,337,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
199,8.6.2015,17:00:56,Heating,Play x10,CYCLE-,HEATING,Start 1.2,3,5,2,3,39,0,Start 1.6,170, 24.1, 23.0, 16.2, 78.6, 28.7, 25.0, 1.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,359,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
200,8.6.2015,17:00:58,Heating,Play x10,CYCLE-,HEATING,Start 2,1,5,2,2,39,0,Start 1.6,170, 24.1, 26.0, 16.2, 78.6, 28.7, 25.0, 4.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,380,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
201,8.6.2015,17:01:00,Heating,Play x10,CYCLE-,HEATING,Start 2,1,5,2,2,39,0,Start 2.1,170, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,404,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
202,8.6.2015,17:01:02,Heating,Play x10,CYCLE-,HEATING,Start 2,1,5,2,2,39,0,Start 2.1,170, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,426,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
203,8.6.2015,17:01:04,Heating,Play x10,CYCLE-,HEATING,Start 2,1,5,2,2,39,0,Start 2.1,170, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,448,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
204,8.6.2015,17:01:06,Heating,Play x10,CYCLE-,HEATING,Start 2,1,5,2,2,39,0,Start 2.1,170, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,470,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
205,8.6.2015,17:01:08,Heating,Play x10,CYCLE-,HEATING,Reg.PI Prep ,1,5,2,2,39,0,Start 2.1,170, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,493,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
206,8.6.2015,17:01:10,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,3,5,2,3,39,0,Start 2.2,170, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,516,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
207,8.6.2015,17:01:12,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,3,5,2,3,39,0,Start 2.2,170, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,538,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
208,8.6.2015,17:01:14,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,3,5,2,3,39,0,Start 2.2,170, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,559,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
209,8.6.2015,17:01:16,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,3,5,2,3,39,0,Start 2.2,170, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,582,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
210,8.6.2015,17:01:18,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,5,5,2,5,49,0,Start 2.2,170, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,603,181,SB Reference  , 45.0,230,0,12,0,0,0,0,0
211,8.6.2015,17:01:20,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,5,5,2,5,49,0,Regular PI  ,170, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,626,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
212,8.6.2015,17:01:22,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,5,5,2,5,49,0,Regular PI  ,170, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,646,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
213,8.6.2015,17:01:24,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,5,5,2,5,49,0,Regular PI  ,170, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,668,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
214,8.6.2015,17:01:26,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,7,5,2,5,49,0,Regular PI  ,171, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,690,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
215,8.6.2015,17:01:28,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,7,5,2,5,49,0,Regular PI  ,171, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,710,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
216,8.6.2015,17:01:30,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,7,5,2,5,49,0,Regular PI  ,171, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,735,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
217,8.6.2015,17:01:32,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,7,5,2,5,49,0,Regular PI  ,180, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,758,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
218,8.6.2015,17:01:34,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,9,5,2,5,49,0,Regular PI  ,180, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,779,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
219,8.6.2015,17:01:36,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,9,5,2,5,49,0,Regular PI  ,180, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,801,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
220,8.6.2015,17:01:38,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,9,5,2,5,49,0,Regular PI  ,189, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,824,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
221,8.6.2015,17:01:40,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,9,5,2,5,49,0,Regular PI  ,189, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,845,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
222,8.6.2015,17:01:42,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,11,5,2,5,49,0,Regular PI  ,198, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,866,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
223,8.6.2015,17:01:44,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,11,5,2,5,49,0,Regular PI  ,198, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,889,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
224,8.6.2015,17:01:46,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,11,5,2,5,49,0,Regular PI  ,198, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,909,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
225,8.6.2015,17:01:48,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,11,5,2,5,49,0,Regular PI  ,207, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,931,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
226,8.6.2015,17:01:50,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,13,5,2,5,49,0,Regular PI  ,207, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,954,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
227,8.6.2015,17:01:52,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,13,5,2,5,49,0,Regular PI  ,207, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,974,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
228,8.6.2015,17:01:54,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,13,5,2,5,49,0,Regular PI  ,216, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,996,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
229,8.6.2015,17:01:56,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,13,5,2,5,49,0,Regular PI  ,216, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1016,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
230,8.6.2015,17:01:58,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,15,5,2,5,49,0,Regular PI  ,216, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1038,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
231,8.6.2015,17:02:00,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,15,5,2,5,49,0,Regular PI  ,225, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1060,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
232,8.6.2015,17:02:02,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,15,5,2,5,49,0,Regular PI  ,225, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1082,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
233,8.6.2015,17:02:04,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,15,5,2,5,49,0,Regular PI  ,225, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1102,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
234,8.6.2015,17:02:06,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,16,5,2,5,49,0,Regular PI  ,234, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,1124,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
235,8.6.2015,17:02:08,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,16,5,2,5,49,0,Regular PI  ,234, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1143,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
236,8.6.2015,17:02:10,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,16,5,2,5,49,0,Regular PI  ,243, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1173,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
237,8.6.2015,17:02:12,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,16,5,2,5,49,0,Regular PI  ,243, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,1194,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
238,8.6.2015,17:02:14,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,16,5,2,5,49,0,Regular PI  ,243, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1217,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
239,8.6.2015,17:02:16,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,16,5,2,5,49,0,Regular PI  ,252, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1238,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
240,8.6.2015,17:02:18,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,16,5,2,5,49,0,Regular PI  ,252, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1260,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
241,8.6.2015,17:02:20,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,16,5,2,5,49,0,Regular PI  ,252, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1282,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
242,8.6.2015,17:02:22,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,16,5,2,5,49,0,Regular PI  ,261, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1304,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
243,8.6.2015,17:02:24,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,16,5,2,5,49,0,Regular PI  ,261, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1325,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
244,8.6.2015,17:02:26,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,16,5,2,5,49,0,Regular PI  ,270, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,1345,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
245,8.6.2015,17:02:28,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,16,5,2,5,49,0,Regular PI  ,270, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1368,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
246,8.6.2015,17:02:30,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,16,5,2,5,49,0,Regular PI  ,270, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1390,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
247,8.6.2015,17:02:32,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,16,5,2,5,49,0,Regular PI  ,279, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1411,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
248,8.6.2015,17:02:34,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,16,5,2,5,49,0,Regular PI  ,279, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1433,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
249,8.6.2015,17:02:36,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,16,5,2,5,49,0,Regular PI  ,279, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1455,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
250,8.6.2015,17:02:38,Heating,Play x10,CYCLE-,HEATING,RegularPI    ,16,5,2,5,49,0,Regular PI  ,288, 24.1, 27.0, 16.2, 78.6, 28.7, 25.0, 5.9,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,1476,29,SB Reference  , 45.0,230,0,12,0,0,0,0,0
