   Log,     Log  ,    Log  , Remote, Op Type:,  AirCon,  AirCon,Compresr,Compresr,Compresr,Compresr,Compresr,Compresr,Compresr,    EEV,   EEV,    'C,    'C,    'C,    'C,    'C,    'C,    'C,  Thermal,  OU Fan,  OU Fan,  OU Fan,RemotFan,  IUFan,  IU Fan,4Way,ACIT Ver.,ACIT Ver.,Thm. Cut,Thm. Cut,Tc Protect,Te Protect,Td Protect,CurProtct,HeatSink,OutTemp,SuctProtc,VoltProtc,DewProt.,SleepLimt,  Defrost,TotalTime,     'C,Model,     'C,Voltage,Voltage, Current, Current,   Error,   Error,   Error,   Error
     No,    Date,   Time,Command,USB?Play,SubMode,MainMode,Op Mode,TargtStep,MaxStep,MinStep,FinalStep,FinalFreq, RealFreq, CycleM,  Pulse,  IU Air,RemotSet, IU Pipe,Discharge, OU Pipe,OU Air,   error,    Cut,TargtStep,TargtRpm,RealRpm, TargtStep,TargtStep,TargtFreq, Valve, Time,    Date,Slow Tmr,Fast Tmr,  MaxStep, MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,ActiveAlg,Heating,Target  Td, Name,HeatSink,  Input , DCLink,OU Input ,Compressor, OU PFC,OUGenerl,OU Comp,     IU
710,8.6.2015,17:17:58,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,385, 22.9, 22.0, 16.2, 78.6, 28.7, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,51,SB Reference  , 45.0,230,0,12,0,0,0,0,0
711,8.6.2015,17:18:00,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,394, 22.9, 22.0, 16.2, 78.6, 28.7, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,51,SB Reference  , 45.0,230,0,12,0,0,0,0,0
712,8.6.2015,17:18:02,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,394, 22.9, 22.0, 16.2, 78.6, 28.7, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,51,SB Reference  , 45.0,230,0,12,0,0,0,0,0
713,8.6.2015,17:18:04,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 78.6, 28.7, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,51,SB Reference  , 45.0,230,0,12,0,0,0,0,0
714,8.6.2015,17:18:06,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 78.6, 28.7, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,51,SB Reference  , 45.0,230,0,12,0,0,0,0,0
715,8.6.2015,17:18:08,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 78.6, 28.7, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,51,SB Reference  , 45.0,230,0,12,0,0,0,0,0
716,8.6.2015,17:18:10,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 78.6, 28.8, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,51,SB Reference  , 45.0,230,0,12,0,0,0,0,0
717,8.6.2015,17:18:12,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 78.6, 32.7, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,51,SB Reference  , 45.0,230,0,12,0,0,0,0,0
718,8.6.2015,17:18:14,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 78.6, 42.4, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,51,SB Reference  , 45.0,230,0,12,0,0,0,0,0
719,8.6.2015,17:18:16,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 78.6, 42.7, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,72,SB Reference  , 45.0,230,0,12,0,0,0,0,0
720,8.6.2015,17:18:18,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 78.6, 44.5, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,72,SB Reference  , 45.0,230,0,12,0,0,0,0,0
721,8.6.2015,17:18:20,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 78.6, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,79,SB Reference  , 45.0,230,0,12,0,0,0,0,0
722,8.6.2015,17:18:22,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 78.9, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,79,SB Reference  , 45.0,230,0,12,0,0,0,0,0
723,8.6.2015,17:18:24,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,79,SB Reference  , 45.0,230,0,12,0,0,0,0,0
724,8.6.2015,17:18:26,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
725,8.6.2015,17:18:28,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
726,8.6.2015,17:18:30,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
727,8.6.2015,17:18:32,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
728,8.6.2015,17:18:34,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
729,8.6.2015,17:18:36,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
730,8.6.2015,17:18:38,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
731,8.6.2015,17:18:40,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
732,8.6.2015,17:18:42,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
733,8.6.2015,17:18:44,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
734,8.6.2015,17:18:46,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
735,8.6.2015,17:18:48,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
736,8.6.2015,17:18:50,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
737,8.6.2015,17:18:52,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
738,8.6.2015,17:18:54,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
739,8.6.2015,17:18:56,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
740,8.6.2015,17:18:58,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 80.2, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
741,8.6.2015,17:19:00,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 79.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
742,8.6.2015,17:19:02,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,400, 22.9, 22.0, 16.2, 78.9, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
743,8.6.2015,17:19:04,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,399, 22.9, 22.0, 16.2, 79.1, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
744,8.6.2015,17:19:06,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,399, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
745,8.6.2015,17:19:08,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,399, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
746,8.6.2015,17:19:10,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
747,8.6.2015,17:19:12,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
748,8.6.2015,17:19:14,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
749,8.6.2015,17:19:16,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
750,8.6.2015,17:19:18,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
751,8.6.2015,17:19:20,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
752,8.6.2015,17:19:22,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
753,8.6.2015,17:19:24,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
754,8.6.2015,17:19:26,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
755,8.6.2015,17:19:28,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
756,8.6.2015,17:19:30,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
757,8.6.2015,17:19:32,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
758,8.6.2015,17:19:34,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
759,8.6.2015,17:19:36,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
760,8.6.2015,17:19:38,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
761,8.6.2015,17:19:40,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
762,8.6.2015,17:19:42,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
763,8.6.2015,17:19:44,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
764,8.6.2015,17:19:46,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
765,8.6.2015,17:19:48,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
766,8.6.2015,17:19:50,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
767,8.6.2015,17:19:52,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
768,8.6.2015,17:19:54,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
769,8.6.2015,17:19:56,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
770,8.6.2015,17:19:58,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
771,8.6.2015,17:20:00,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
772,8.6.2015,17:20:02,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
773,8.6.2015,17:20:04,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
774,8.6.2015,17:20:06,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
775,8.6.2015,17:20:08,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
776,8.6.2015,17:20:10,Cooling,Play x10,CYCLE-,COOLING,RegularPI    ,12,10,2,10,72,0,Regular PI  ,398, 22.9, 22.0, 16.2, 80.8, 48.3, 25.0, 1.4,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,179,9,12,12,12,12,12,10,12,12,12,12,  ,0,82,SB Reference  , 45.0,230,0,12,0,0,0,0,0
